Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Power,Seats,Price,Brand,Model
Chennai,2016,300.0,Petrol,Manual,First,16.95,97.6,5,1.824549292051046,Nissan,Sunny
Kolkata,2016,134.16407864998737,Petrol,Manual,First,19.1,85.8,5,1.4816045409242156,Maruti,Swift
Kolkata,2012,244.94897427831782,Diesel,Manual,First,20.0,68.0,5,0.7419373447293773,Ford,Figo
Jaipur,2011,360.5551275463989,Diesel,Manual,First,20.3,75.0,5,0.7884573603642703,Fiat,Grande
Coimbatore,2018,181.24844826921967,Petrol,Manual,First,18.6,81.86,5,2.1210632163706555,Hyundai,Elite
Kolkata,2014,178.88543819998318,Diesel,Manual,First,23.4,74.0,5,1.4701758451005926,Maruti,Swift
Hyderabad,2014,250.3996805109783,Diesel,Manual,First,22.7,89.84,5,1.916922612182061,Ford,Ecosport
Jaipur,2010,266.45825188948453,Diesel,Manual,First,19.3,73.9,5,1.1939224684724346,Maruti,Swift
Kochi,2016,141.23384863410047,Petrol,Manual,First,18.9,82.0,5,1.6174060820832772,Hyundai,Grand
Hyderabad,2012,301.66206257996714,Diesel,Automatic,First,11.4,153.86,7,2.2192034840549946,Ford,Endeavour
Hyderabad,2014,272.02941017470886,Diesel,Manual,First,22.07,73.9,5,1.7404661748405046,Volkswagen,Polo
Kochi,2018,235.78379927382628,Diesel,Manual,First,18.49,100.0,7,2.1377104498038118,Mahindra,Tuv
Hyderabad,2013,240.8318915758459,Diesel,Automatic,First,11.2,306.0,4,3.871201010907891,Bmw,X6
Hyderabad,2012,332.0,Diesel,Manual,First,19.01,108.45,5,1.8082887711792655,Renault,Duster
Ahmedabad,2010,144.9206679531943,Petrol,Manual,First,22.5,67.04,5,1.0116009116784799,Maruti,WagonR
Pune,2017,347.85054261852173,Diesel,Manual,First,24.52,88.5,7,2.0794415416798357,Maruti,Ertiga
Jaipur,2010,271.1328087856577,Petrol,Manual,First,19.7,46.3,5,0.6151856390902335,Maruti,Alto
Jaipur,2015,184.39088914585776,Petrol,Automatic,First,20.51,67.0,5,1.3480731482996928,Maruti,WagonR
Coimbatore,2017,168.4369318172235,Petrol,Manual,First,15.1,73.0,7,1.556037135706985,Maruti,Eeco
Kochi,2013,273.4136060988919,Diesel,Manual,First,19.6,108.45,5,1.728109442151599,Renault,Duster
Kochi,2011,160.63934760823702,Petrol,Manual,First,18.2,64.0,5,0.9631743177730056,Maruti,Zen
Kochi,2015,287.4073763841144,Petrol,Manual,First,13.06,102.53,5,1.589235205116581,Renault,Duster
Chennai,2006,331.66247903554,Petrol,Manual,First,13.5,130.0,5,0.9745596399981308,Honda,Civic
Delhi,2012,296.6479394838265,Diesel,Manual,First,16.0,140.0,7,1.7900914121273581,Mahindra,Xuv500
Chennai,2011,331.66247903554,Diesel,Manual,Second,21.0,64.1,5,0.8754687373538999,Mahindra,Verito
Delhi,2017,122.47448713915891,Petrol,Manual,First,21.7,67.0,5,1.4469189829363254,Renault,Kwid
Mumbai,2013,264.5751311064591,Diesel,Automatic,First,15.15,240.0,5,3.6888794541139363,Porsche,Cayenne
Pune,2008,387.2983346207417,Diesel,Manual,Second,28.4,74.0,5,0.9932517730102834,Maruti,Swift
Hyderabad,2016,137.84048752090223,Petrol,Manual,First,20.63,67.0,5,1.095273387402595,Datsun,Go
Chennai,2011,193.49935400408964,Petrol,Manual,First,18.5,80.0,5,1.2237754316221157,Hyundai,I20
Coimbatore,2016,251.21902794175443,Diesel,Automatic,Second,18.12,190.0,5,3.427514689979529,Bmw,5 Series
Mumbai,2012,296.6479394838265,Diesel,Manual,First,20.77,88.8,7,1.766441661243765,Maruti,Ertiga
Jaipur,2014,205.80330415229002,Petrol,Manual,First,18.9,82.0,5,1.3862943611198906,Hyundai,Grand
Coimbatore,2011,275.44690958513223,Petrol,Automatic,First,9.43,254.0,5,2.647592232065096,Bmw,3 Series
Mumbai,2011,254.95097567963924,Diesel,Manual,First,17.9,163.7,5,1.5151272329628591,Chevrolet,Cruze
Pune,2015,262.67851073127395,Diesel,Automatic,First,0.0,165.0,5,3.6375861597263857,Mercedes-Benz,M-Class
Jaipur,2011,281.4817933721469,Diesel,Manual,First,21.1,73.9,5,1.0647107369924282,Maruti,Ritz
Pune,2007,469.041575982343,Petrol,Automatic,Second,11.74,186.0,5,1.791759469228055,Mercedes-Benz,New
Kochi,2016,168.7305544351704,Petrol,Manual,First,18.6,81.83,5,1.9387416595767009,Hyundai,I20
Kolkata,2014,98.78765105011861,Petrol,Manual,First,20.3,68.05,5,1.0116009116784799,Hyundai,Eon
Pune,2014,274.2553554627512,Diesel,Manual,First,22.9,74.0,5,1.62924053973028,Maruti,Swift
Chennai,2017,89.44271909999159,Petrol,Manual,First,18.6,81.83,5,1.9095425048844386,Hyundai,I20
Mumbai,2014,243.82575745806676,Petrol,Manual,First,18.5,85.8,5,1.3056264580524357,Maruti,Ritz
Hyderabad,2013,232.37039398339883,Diesel,Manual,First,22.9,74.0,5,1.6956156086751528,Maruti,Swift
Kochi,2018,123.02438782615421,Petrol,Manual,First,17.5,88.7,5,2.2289385528257473,Honda,Wrv
Chennai,2015,230.21728866442677,Petrol,Automatic,Second,16.9,81.86,5,1.3862943611198906,Hyundai,Xcent
Kolkata,2013,200.0,Petrol,Manual,First,18.0,86.7,5,1.0647107369924282,Honda,Amaze
Pune,2013,145.2824834589497,Petrol,Manual,First,17.1,121.3,5,1.6582280766035324,Hyundai,Verna
Mumbai,2014,236.64319132398464,Petrol,Manual,First,16.8,116.3,5,1.749199854809259,Honda,City
Coimbatore,2017,140.08211877323959,Petrol,Manual,First,15.29,121.3,5,2.574137783515943,Hyundai,Creta
Kochi,2014,266.38881357894894,Diesel,Manual,First,15.1,140.0,7,2.057962510002712,Mahindra,Xuv500
Mumbai,2013,160.4836440264241,CNG,Manual,First,26.6,58.16,5,1.1474024528375417,Maruti,WagonR
Mumbai,2013,226.8259244442751,Diesel,Manual,First,12.8,102.0,7,2.341805806147327,Toyota,Innova
Pune,2012,273.8612787525831,Diesel,Manual,First,22.9,74.0,5,1.4701758451005926,Maruti,Swift
Coimbatore,2017,194.50449866262733,Petrol,Automatic,First,22.5,67.0,5,1.6544112780768316,Maruti,WagonR
Coimbatore,2016,207.4632497576378,Petrol,Manual,First,18.9,81.86,5,1.7934247485471162,Hyundai,Grand
Hyderabad,2014,311.8268750444708,Diesel,Manual,First,25.8,98.6,5,1.4816045409242156,Honda,Amaze
Chennai,2010,288.09720581775866,Diesel,Automatic,First,16.07,181.0,5,2.545531271604435,Bmw,3 Series
Delhi,2011,254.95097567963924,Petrol,Manual,First,15.6,70.0,5,0.8754687373538999,Ford,Figo
Kochi,2018,214.4924241086384,Petrol,Manual,First,17.0,73.75,5,1.742219023667919,Volkswagen,Ameo
Kochi,2015,256.7586415293554,Diesel,Manual,Second,22.7,89.84,5,1.7029282555214393,Ford,Ecosport
Pune,2004,271.1088342345192,Petrol,Manual,Second,13.0,90.0,5,0.26236426446749106,Honda,City
Kolkata,2014,234.5207879911715,Diesel,Manual,First,16.0,140.0,7,2.1400661634962708,Mahindra,Xuv500
Delhi,2012,339.1164991562634,Diesel,Manual,First,13.0,168.5,7,2.5641798306825083,Toyota,Fortuner
Kolkata,2017,176.58992043715293,Petrol,Manual,First,18.9,81.86,5,1.6094379124341003,Hyundai,Grand
Pune,2017,204.32082615338066,Diesel,Automatic,First,28.4,73.75,5,2.1972245773362196,Maruti,Dzire
Kochi,2016,195.30232973520822,Diesel,Manual,First,22.9,74.0,5,1.6524974018945473,Maruti,Swift
Pune,2012,137.94926603646718,Petrol,Manual,First,16.47,73.9,5,1.33500106673234,Volkswagen,Polo
Coimbatore,2019,144.4887538876296,Petrol,Manual,First,18.16,78.9,5,1.9837562915454279,Toyota,Etios
Mumbai,2016,153.47638254793472,Petrol,Manual,First,22.0,81.8,5,1.62924053973028,Maruti,Swift
Bangalore,2013,170.29386365926402,Diesel,Automatic,First,14.21,203.0,5,3.367295829986474,Mercedes-Benz,E-Class
Pune,2013,246.9817807045694,Petrol,Manual,First,18.9,67.1,5,1.0647107369924282,Maruti,WagonR
Kochi,2012,64.70703207534712,Petrol,Manual,First,26.0,35.0,4,0.3220834991691132,Tata,Nano
Bangalore,2011,214.47610589527216,Petrol,Manual,First,13.4,157.8,5,1.7047480922384253,Skoda,Laura
Mumbai,2016,167.33200530681512,Petrol,Automatic,First,17.21,103.5,5,1.9810014688665833,Volkswagen,Polo
Coimbatore,2014,289.06400675282975,Diesel,Manual,First,22.32,126.32,5,1.9430489167742813,Hyundai,Verna
Hyderabad,2017,200.0,Diesel,Manual,First,22.95,74.0,5,1.6582280766035324,Tata,Bolt
Kolkata,2013,189.73665961010275,Petrol,Manual,First,21.1,55.2,5,0.6678293725756554,Hyundai,Eon
Bangalore,2014,144.9137674618944,Diesel,Automatic,First,17.11,174.33,5,3.1986731175506815,Audi,A4
Kochi,2013,249.32308356828895,Diesel,Manual,First,12.99,100.0,7,2.1174596088673567,Toyota,Innova
Hyderabad,2012,288.09720581775866,Diesel,Automatic,First,11.74,254.8,5,3.58351893845611,Mercedes-Benz,M-Class
Pune,2015,240.8318915758459,Diesel,Manual,First,24.4,71.0,5,1.7047480922384253,Hyundai,Xcent
Kochi,2011,249.66377390402477,Petrol,Automatic,First,11.7,177.6,5,1.7732559976634952,Honda,Accord
Kochi,2016,225.5371366316421,Diesel,Manual,First,20.34,103.2,5,2.0731719286662407,Volkswagen,Vento
Mumbai,2010,270.1851217221259,Petrol,Manual,First,17.0,80.0,5,1.0116009116784799,Hyundai,I20
Jaipur,2012,313.0622941205153,Diesel,Manual,First,22.7,126.24,5,1.8325814637483102,Hyundai,Elantra
Hyderabad,2015,189.73665961010275,Diesel,Manual,First,20.0,68.05,5,1.599387576580599,Ford,Figo
Kochi,2019,165.34509366775902,Petrol,Manual,First,18.6,81.83,5,1.8357763546448294,Hyundai,I20
Kolkata,2017,158.11388300841898,Diesel,Manual,First,23.9,126.2,5,2.157559320943788,Hyundai,Verna
Kolkata,2014,192.35384061671346,Petrol,Manual,First,18.9,82.0,5,1.252762968495368,Hyundai,Grand
Hyderabad,2015,236.64319132398464,Diesel,Automatic,First,14.16,174.3,5,3.5553480614894135,Audi,Q5
Kolkata,2015,164.31676725154983,Petrol,Manual,First,17.5,85.8,5,1.4929040961781488,Maruti,Swift
Kolkata,2012,192.35384061671346,Petrol,Manual,First,18.5,80.0,5,0.9745596399981308,Hyundai,I20
Kolkata,2017,102.46950765959599,Diesel,Manual,First,25.32,77.0,5,1.547562508716013,Mahindra,Kuv
Ahmedabad,2014,221.35943621178654,Diesel,Automatic,First,18.23,126.2,5,2.186051276738094,Hyundai,Elantra
Mumbai,2017,83.66600265340756,Diesel,Manual,First,17.1,170.0,5,2.859339648648436,Jeep,Compass
Coimbatore,2017,266.93819509392057,Diesel,Manual,First,24.3,88.5,5,2.259677591982769,Maruti,Vitara
Kochi,2012,288.4163656937657,Petrol,Manual,First,14.28,138.03,5,1.827769906751088,Toyota,Corolla
Kolkata,2013,295.4386569154416,Diesel,Manual,First,15.1,140.0,7,2.0541237336955462,Mahindra,Xuv500
Mumbai,2016,83.66600265340756,Diesel,Automatic,First,20.68,190.0,5,3.3232358401924436,Bmw,X1
Pune,2015,170.29386365926402,Diesel,Manual,Second,22.54,88.73,5,1.9459101490553132,Hyundai,I20
Coimbatore,2017,183.17205026968497,Diesel,Automatic,First,11.57,254.79,5,4.172385267224964,Mercedes-Benz,Gle
Bangalore,2013,252.98221281347034,Diesel,Manual,Second,17.3,163.7,5,1.8718021769015913,Chevrolet,Cruze
Jaipur,2011,286.35642126552705,Petrol,Manual,Second,18.5,80.0,5,0.9932517730102834,Hyundai,I20
Mumbai,2012,264.5751311064591,Petrol,Manual,Second,19.4,86.8,5,0.9162907318741551,Honda,Brio
Hyderabad,2013,407.6689833676337,Diesel,Manual,First,19.3,84.8,7,1.3609765531356006,Nissan,Evalia
Delhi,2015,240.8318915758459,Petrol,Manual,First,16.47,73.9,5,1.3737155789130306,Volkswagen,Polo
Chennai,2010,277.48873851023217,Petrol,Manual,Second,20.36,78.9,5,0.7419373447293773,Hyundai,I10
Pune,2009,270.56237728109943,Diesel,Automatic,Third & Above,18.1,147.9,4,1.252762968495368,Chevrolet,Cruze
Hyderabad,2007,264.5751311064591,Petrol,Manual,Second,19.81,68.05,5,0.6931471805599453,Hyundai,I10
Delhi,2014,282.61280933460887,Diesel,Manual,First,20.77,88.76,7,1.6770965609079151,Maruti,Ertiga
Delhi,2013,300.0,Diesel,Manual,First,25.8,98.6,5,1.33500106673234,Honda,Amaze
Mumbai,2016,130.38404810405297,Petrol,Automatic,First,15.5,122.0,5,2.847812143477369,Mercedes-Benz,A Class
Kochi,2018,215.6223550562418,Petrol,Manual,First,18.9,81.86,5,1.7101878155342434,Hyundai,Grand
Pune,2009,260.76809620810593,Petrol,Manual,Third & Above,20.36,78.9,5,0.6678293725756554,Hyundai,I10
Hyderabad,2017,44.721359549995796,Diesel,Manual,First,28.4,74.0,5,2.1041341542702074,Maruti,Swift
Pune,1999,374.16573867739413,Petrol,Manual,First,13.0,90.0,5,-0.10536051565782628,Honda,City
Pune,2013,504.9752469181039,Diesel,Manual,Third & Above,12.99,100.6,7,1.8718021769015913,Toyota,Innova
Coimbatore,2014,213.38931557132847,Diesel,Automatic,First,23.8,112.0,5,2.9657883971809187,Mini,Cooper
Coimbatore,2016,198.06059678795276,Petrol,Manual,First,15.7,112.4,5,1.884034745337226,Fiat,Linea
Mumbai,2011,238.74672772626644,Petrol,Manual,Second,14.49,92.7,5,0.7419373447293773,Chevrolet,Aveo
Chennai,2008,292.3097671991136,Petrol,Manual,Second,19.81,68.05,5,0.6931471805599453,Hyundai,I10
Delhi,2015,232.379000772445,Diesel,Manual,First,24.4,71.0,5,1.308332819650179,Hyundai,Xcent
Mumbai,2014,230.21728866442677,Petrol,Automatic,First,23.1,67.04,5,1.33500106673234,Maruti,Celerio
Jaipur,2014,244.94897427831782,Petrol,Manual,First,20.36,78.9,5,1.1786549963416462,Hyundai,I10
Coimbatore,2015,256.2576828116574,Diesel,Manual,First,19.87,83.8,5,1.7101878155342434,Renault,Duster
Ahmedabad,2011,316.22776601683796,Diesel,Automatic,Second,22.69,190.0,5,2.388762789235098,Bmw,3 Series
Kolkata,2018,42.42640687119285,Petrol,Manual,First,18.9,82.0,5,1.62924053973028,Hyundai,Grand
Pune,2009,210.23796041628637,Petrol,Manual,Second,18.0,62.0,5,0.47000362924573563,Chevrolet,Spark
Ahmedabad,2018,118.32159566199232,Petrol,Manual,First,17.4,117.3,5,2.4203681286504293,Honda,City
Chennai,2013,848.5281374238571,Diesel,Manual,First,20.54,103.6,5,1.7749523509116738,Volkswagen,Vento
Delhi,2012,270.1851217221259,Diesel,Automatic,First,11.5,169.0,7,2.667228206581955,Toyota,Fortuner
Delhi,2011,260.76809620810593,Petrol,Manual,First,17.0,118.0,5,1.2809338454620642,Honda,City
Jaipur,2017,139.79628035108803,Diesel,Automatic,First,18.12,190.0,5,3.7013019741124933,Bmw,5 Series
Bangalore,2014,194.93588689617928,Diesel,Automatic,Second,14.16,174.3,5,3.6622787723167574,Audi,Q5
Delhi,2014,181.12150617748296,Diesel,Manual,First,23.2,73.94,5,1.2809338454620642,Maruti,Ritz
Kochi,2016,211.61757961001254,Diesel,Automatic,First,21.21,103.2,5,1.9629077254238845,Volkswagen,Vento
Kochi,2016,236.00847442411893,Diesel,Manual,First,26.0,98.6,5,2.017566137961748,Honda,City
Delhi,2012,244.94897427831782,Diesel,Automatic,Second,15.2,140.8,5,2.336986519711378,Audi,A4
Hyderabad,2014,236.64319132398464,Petrol,Manual,First,15.0,103.52,5,1.9459101490553132,Skoda,Rapid
Delhi,2011,244.94897427831782,Diesel,Manual,First,11.5,171.0,7,2.3841650799864684,Toyota,Fortuner
Mumbai,2010,280.2909202953246,Diesel,Manual,First,16.52,123.7,5,0.8544153281560676,Chevrolet,Optra
Mumbai,2014,186.19613314996636,Petrol,Manual,First,15.1,73.0,7,1.0647107369924282,Maruti,Eeco
Delhi,2017,130.38404810405297,Petrol,Manual,First,20.73,91.1,5,2.0347056478384444,Maruti,Ciaz
Delhi,2016,256.9046515733026,Diesel,Manual,First,28.09,88.5,5,1.8562979903656263,Maruti,Ciaz
Pune,2014,320.0281237641467,Diesel,Manual,First,12.99,100.6,7,2.312535423847214,Toyota,Innova
Kolkata,2014,220.90722034374522,Petrol,Manual,First,19.1,85.8,5,1.4469189829363254,Maruti,Swift
Kochi,2019,102.96115772464877,Diesel,Automatic,First,11.36,171.5,7,2.9780773383152703,Toyota,Innova
Pune,2017,90.55385138137417,Diesel,Manual,First,25.0,69.0,5,1.4816045409242156,Tata,Indica
Jaipur,2012,316.22776601683796,Petrol,Manual,First,18.5,82.85,5,1.1786549963416462,Hyundai,I20
Pune,2012,279.28480087537883,Diesel,Manual,First,17.8,68.0,5,1.0296194171811581,Ford,Fiesta
Kolkata,2015,223.60679774997897,Diesel,Manual,First,18.2,73.74,8,1.4586150226995167,Chevrolet,Enjoy
Chennai,2006,298.8762285629287,Diesel,Manual,Third & Above,17.8,68.0,5,0.4382549309311553,Ford,Fiesta
Chennai,2007,313.04951684997053,Petrol,Manual,Second,10.8,152.0,5,1.547562508716013,Honda,Cr-V
Kochi,2017,157.1623364550171,Petrol,Manual,First,18.7,88.7,5,1.9558604799084813,Honda,Jazz
Delhi,2018,77.45966692414834,Diesel,Automatic,First,11.0,258.0,7,4.3694478524670215,Mercedes-Benz,Gls
Delhi,2018,97.12878049270464,Petrol,Manual,First,18.9,81.86,5,1.749199854809259,Hyundai,Grand
Mumbai,2012,170.29386365926402,Petrol,Manual,First,18.5,85.8,5,1.1786549963416462,Maruti,Ritz
Coimbatore,2017,149.79986648859204,Diesel,Automatic,First,22.0,108.495,5,2.1849270495258133,Volkswagen,Ameo
Mumbai,2015,270.31463149448643,Petrol,Manual,First,17.4,117.3,5,1.7749523509116738,Honda,City
Kolkata,2016,147.54999152829524,Petrol,Manual,First,18.7,88.7,5,1.599387576580599,Honda,Jazz
Delhi,2014,248.99799195977465,Diesel,Manual,First,17.8,75.0,5,1.3217558399823195,Maruti,Swift
Kochi,2017,192.4162155328911,Diesel,Automatic,First,17.01,126.2,5,2.395164274287139,Hyundai,Creta
Kochi,2014,245.63387388550464,Diesel,Automatic,Second,14.4,241.4,5,3.2164729402518906,Audi,A7
Kolkata,2014,161.26996000495566,Petrol,Manual,First,21.1,55.2,5,0.6780335427498971,Hyundai,Eon
Jaipur,2010,300.0,Diesel,Manual,Second,20.0,68.0,5,0.3364722366212129,Ford,Figo
Coimbatore,2018,188.59745491389856,Petrol,Manual,First,17.0,73.75,5,1.9837562915454279,Volkswagen,Ameo
Kolkata,2013,200.0,Diesel,Manual,First,21.64,84.8,5,1.3862943611198906,Renault,Scala
Kolkata,2015,212.13203435596427,Petrol,Manual,First,18.7,88.7,5,1.55814461804655,Honda,Jazz
Delhi,2015,204.93901531919198,Petrol,Manual,First,17.0,80.0,5,1.62924053973028,Hyundai,I20
Coimbatore,2012,216.59409040876437,Diesel,Automatic,First,14.94,241.4,5,2.779440197188883,Audi,A4
Delhi,2014,248.99799195977465,Diesel,Automatic,First,11.18,184.0,7,2.3561258599220753,Mahindra,Ssangyong
Ahmedabad,2017,122.47448713915891,Diesel,Automatic,First,12.9,174.5,7,3.4011973816621555,Toyota,Fortuner
Kolkata,2002,262.67851073127395,Diesel,Manual,First,18.7,66.0,5,0.47000362924573563,Skoda,Octavia
Hyderabad,2012,203.38879025157703,Diesel,Automatic,First,15.8,170.0,5,2.9172300453990334,Mercedes-Benz,New
Kochi,2018,126.4199351368288,Petrol,Manual,First,20.73,91.1,5,2.298577071596507,Maruti,Ciaz
Hyderabad,2013,315.58675510863884,Diesel,Manual,Second,22.9,74.0,5,1.55814461804655,Maruti,Swift
Delhi,2012,221.35943621178654,Diesel,Automatic,Second,16.73,218.0,5,2.740840023925201,Bmw,5 Series
Kochi,2013,219.70889831775133,Diesel,Manual,First,10.5,116.9,6,2.469793011977952,Mitsubishi,Pajero
Delhi,2008,250.99800796022265,Petrol,Manual,First,13.4,125.0,5,0.7178397931503168,Toyota,Corolla
Ahmedabad,2016,277.48873851023217,CNG,Manual,First,26.6,58.16,5,1.1939224684724346,Maruti,WagonR
Mumbai,2013,108.32358930537707,Petrol,Manual,First,16.8,34.2,8,0.8109302162163288,Maruti,Omni
Kochi,2014,249.022087373791,Diesel,Automatic,First,17.68,174.33,5,3.0017143452315387,Audi,A6
Chennai,2017,214.47610589527216,CNG,Manual,First,25.0,81.86,5,1.599387576580599,Hyundai,Xcent
Coimbatore,2016,213.1877107152286,Diesel,Manual,First,27.3,98.6,5,2.012232791986386,Honda,Jazz
Mumbai,2004,291.547594742265,Petrol,Automatic,Second,10.5,157.7,5,1.7047480922384253,Mercedes-Benz,E-Class
Kochi,2013,212.90843102141352,Diesel,Automatic,First,16.55,147.51,5,2.579458966729223,Audi,A4
Mumbai,2012,296.6479394838265,Petrol,Manual,First,19.1,85.8,5,1.3480731482996928,Maruti,Swift
Delhi,2016,213.01643129110957,Diesel,Manual,First,28.4,73.75,5,1.749199854809259,Maruti,Dzire
Pune,2014,284.60498941515414,Diesel,Manual,First,15.1,140.0,7,2.1972245773362196,Mahindra,Xuv500
Kochi,2012,288.75768388044673,Petrol,Manual,First,18.6,79.4,5,0.7929925155296614,Chevrolet,Beat
Kochi,2017,280.2249096707857,Diesel,Manual,First,23.0,98.96,5,2.0906287310704004,Ford,Ecosport
Coimbatore,2017,165.266451526013,Diesel,Automatic,First,14.69,258.0,5,3.8842406244156944,Bmw,5 Series
Coimbatore,2015,206.7534763915712,Diesel,Automatic,Second,14.16,174.3,5,3.675540889674756,Audi,Q5
Coimbatore,2015,205.58453249211138,Diesel,Automatic,Second,20.68,190.0,5,3.1018924693823817,Bmw,X1
Mumbai,2009,144.9137674618944,Petrol,Automatic,First,19.2,80.0,5,0.9555114450274363,Hyundai,I10
Ahmedabad,2016,234.73389188611006,Diesel,Automatic,First,17.01,126.2,5,2.4849066497880004,Hyundai,Creta
Chennai,2014,264.5751311064591,Diesel,Automatic,First,17.11,174.33,5,2.8903717578961645,Audi,A4
Mumbai,2007,234.5207879911715,Petrol,Automatic,Third & Above,10.13,364.9,5,2.301584592660462,Mercedes-Benz,S Class
Kolkata,2012,241.3192905674969,Petrol,Manual,First,20.36,78.9,5,0.8960880245566357,Hyundai,I10
Mumbai,2017,161.24515496597098,Diesel,Manual,First,23.0,98.96,5,2.196112848483529,Ford,Ecosport
Kolkata,2011,187.08286933869707,Diesel,Manual,First,20.54,103.6,5,1.1474024528375417,Volkswagen,Vento
Jaipur,2017,154.91933384829667,Diesel,Manual,First,28.4,73.75,5,2.1041341542702074,Maruti,Dzire
Ahmedabad,2016,313.04951684997053,Diesel,Manual,First,15.4,120.0,7,2.4423470353692043,Mahindra,Scorpio
Coimbatore,2016,210.91941589147262,Diesel,Manual,First,22.54,88.73,5,1.9878743481543455,Hyundai,I20
Chennai,2008,254.95097567963924,Petrol,Manual,First,19.7,46.3,5,0.4637340162321402,Maruti,Alto
Delhi,2015,186.95186546274417,Petrol,Manual,Second,20.36,78.9,5,1.1474024528375417,Hyundai,I10
Kolkata,2015,228.85148022243595,Diesel,Manual,Second,15.4,120.0,7,2.1400661634962708,Mahindra,Scorpio
Hyderabad,2010,257.4587345575986,Diesel,Manual,First,19.5,75.0,5,1.0986122886681098,Skoda,Fabia
Mumbai,2012,256.9046515733026,Diesel,Automatic,First,15.3,258.0,5,3.044522437723423,Bmw,X5
Hyderabad,2016,207.3644135332772,Diesel,Manual,First,27.3,98.6,5,2.0476928433652555,Honda,Jazz
Mumbai,2013,212.60291625469299,Diesel,Automatic,First,10.0,170.0,5,3.1354942159291497,Mercedes-Benz,E-Class
Mumbai,2016,202.48456731316588,Diesel,Automatic,First,16.0,140.0,7,2.6210388241125804,Mahindra,Xuv500
Kochi,2017,198.5698869416005,Petrol,Automatic,First,18.0,117.3,5,2.1150499691472033,Honda,City
Coimbatore,2014,288.5723479476161,Diesel,Manual,First,22.9,74.0,5,1.7561322915849038,Maruti,Swift
Coimbatore,2017,179.78876494375282,Diesel,Automatic,First,14.84,170.0,5,3.417726683613366,Mercedes-Benz,New
Mumbai,2011,223.60456167082103,Petrol,Manual,First,17.0,118.0,5,1.33500106673234,Honda,City
Bangalore,2014,256.9046515733026,Diesel,Manual,First,15.3,83.8,7,1.4929040961781488,Tata,Sumo
